super_opeid,name,region,state,fips,cz,czname,cfips,county,zip,tier,tier_name,type,iclevel,public,barrons,exp_instr_pc_2000,exp_instr_pc_2013,multi,hbcu,flagship,sticker_price_2013,sticker_price_2000,grad_rate_150_p_2013,grad_rate_150_p_2002,avgfacsal_2013,avgfacsal_2001,sat_avg_2013,sat_avg_2001,scorecard_netprice_2013,scorecard_rej_rate_2013,scorecard_median_earnings_2011,endowment_pc_2000,exp_instr_2012,exp_instr_2000,asian_or_pacific_share_fall_2000,black_share_fall_2000,hisp_share_fall_2000,alien_share_fall_2000,pct_arthuman_2000,pct_business_2000,pct_health_2000,pct_multidisci_2000,pct_publicsocial_2000,pct_stem_2000,pct_socialscience_2000,pct_tradepersonal_2000
2665,Vaughn College Of Aeronautics And Technology,Northeast,NY,New York,19400,New York,36081,Queens,11369,Nonselective four-year private not-for-profit,Nonselective four-year private not-for-profit,Private Non-profit,Four-year,Private,Non-selective,7395.8291,5509.9648,0,0,0,21642,,1.2250949,.3488372,9135.3887,41498.637,,,17385,.2552307,50000,,9320875,8511076,.13723978,.19660756,.34464148,.057054743,3.4435773,-4.2197447,0,0,0,56.835209,-4.5223913,43.506493
206,Ventura County Community College District,West,CA,California,38300,Los Angeles,6111,Ventura,93003,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1289.1283,1948.2524,1,0,0,1388,358.32104,-.045780018,.30363986,8043.4692,68306.375,,,3104.7026,,33703.73,,72580816,42095424,.077886559,.026977466,.28055942,.012742813,-.45644754,-2.0075419,1.0186757,95.246178,.042444821,-2.7230163,-.4189541,.55178267
10060,Vernon College,South,TX,Texas,32604,Vernon,48487,Wilbarger,76384,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2641.4163,2559.5139,0,0,0,4200,1032,.73456413,.2857143,4901.9453,34294.16,,,4472,,29900,,7060743,5920863,.017183771,.070644394,.11885442,.0076372316,2.1255853,11.303562,45.767197,7.9365077,7.1428576,2.2379253,.49700078,21.428572
8568,Vet Tech Institute,Northeast,PA,Pennsylvania,16300,Pittsburgh,42003,Allegheny,15222,Two-year for-profit,Two-year for-profit,Private For-profit,Two-year,Private,Missing,2010.2118,2927.3972,0,0,0,14600,8675,.81688261,.73333335,4410.8564,,,,11114,,23300,,992392,578941,.0073529412,.17279412,.0036764706,0,10.115373,16.858034,89.637306,0,0,1.9199693,2.4267986,0
1335,Victor Valley Community College,West,CA,California,38300,Los Angeles,6071,San Bernardino,92395,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1689.4906,2511.5637,0,0,0,1114,274,.3746801,.2371134,9000.2578,59589.641,,,7219,,25800,,30705844,15769066,.036221668,.081769876,.22275241,.00065068866,4.548492,22.61282,16.632652,40.204082,7.9591837,7.1623168,5.1099439,6.734694
3662,Victoria College,South,TX,Texas,31101,Victoria,48469,Victoria,77901,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2350.9387,2916.2498,0,0,0,4050,1266,-1.9814935,.25328329,5779.5337,43231.594,,,7072,,32500,842.56476,12511976,9840387,.012182994,.046991546,.28990552,.0027349577,-.97419024,11.533642,48.240166,13.250518,13.664596,5.3024287,.76142788,4.347826
3388,Villanova University,Northeast,PA,Pennsylvania,19700,Philadelphia,42045,Delaware,19085,Other elite schools (public and private),Other elite schools (public and private),Private Non-profit,Four-year,Private,Elite,8021.7651,13402.745,0,0,0,45966,21620,3.3859398,.85290402,10425.367,68900.414,1308.5728,1235,20259,-1.020589,73700,,136364928,74220848,.037837073,.030213187,.042072568,.020471552,4.185277,35.37233,5.8056874,5.7464457,2.6066351,13.594633,23.458082,0
1843,Vincennes University,Midwest,IN,Indiana,14802,Vincennes,18083,Knox,47591,Nonselective four-year public,Nonselective four-year public,Public,Four-year,Public,Missing,3775.0754,2621.9155,0,0,0,5174,2540,2.8147266,,6073.4917,46040.613,,,8624,,32200,3678.3237,46655240,32771008,.0055622207,.054967828,.010906314,.016250409,2.9304919,11.423038,13.867355,16.795866,9.9052544,12.38769,8.8129129,14.900948
30106,Virginia College,South,AL,Alabama,10700,Birmingham,1073,Jefferson,35209,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,3380.573,5737.9429,0,0,0,14081.245,7743.2285,.65975416,.22389069,3121.9268,24326.98,,,15137.922,2.4654925,26400,,9766629,2948389.5,.018582243,.33138335,.009635237,.018238129,7.1175957,37.561256,18.855391,0,5.518651,31.647423,-.097384661,2.7082269
3735,Virginia Commonwealth University,South,VA,Virginia,2400,Richmond,51760,Richmond City,23284,Selective public,Selective public,Public,Four-year,Public,Selective,7871.2026,10563.817,0,0,0,12398,3650,4.5401568,.39680001,8240.1074,65812.953,1103.347,1035,11544,-.45705283,41800,1135.475,316702688,203923136,.071129963,.21454105,.023205088,.07476522,24.754545,14.068873,11.881188,4.3204322,5.4005404,16.244207,22.385967,0
7099,Virginia Highlands Community College,South,VA,Virginia,100,Johnson City,51191,Washington,24212,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2141.7263,3206.6736,0,0,0,4170,1182,-1.0533941,.19557196,6312.4839,45602.813,,,4790,,24500,,8785945,5226669,.0031055901,.019077197,.0031055901,.0013309672,.096486166,26.783573,24.705883,22.745098,4.7058825,20.900391,4.0597668,0
3753,Virginia Military Institute,South,VA,Virginia,17300,Staunton,51678,Lexington City,24450,Selective public,Selective public,Public,Four-year,Public,Selective,7944.0059,11485.651,0,0,0,15518,10712,1.8094504,.66666669,7428.1436,62003.191,1161.6528,1130,5571,.80766022,56600,13754.991,18935756,11395910,.039230768,.056153845,.027692307,.02923077,5.876225,5.7130098,0,0,0,40.485317,50.277935,0
3754,Virginia Polytechnic Institute & State University,South,VA,Virginia,16600,Roanoke,51121,Montgomery,24061,Highly selective public,Highly selective public,Public,Four-year,Public,Highly Selective,7051.7544,9853.9521,0,0,0,12017,3640,2.1215875,.74503511,10144.718,71567.219,1214.9861,1185,13075,.89373529,57900,12912.364,282068000,209099488,.064028375,.043354489,.01829382,.018620497,2.8842826,32.936474,0,3.112679,.49802864,45.635357,17.97567,0
3764,Virginia State University,South,VA,Virginia,2400,Richmond,51041,Chesterfield,23806,Selective public,Selective public,Public,Four-year,Public,Selective,3572.0447,7169.3506,0,1,0,8002,3228,4.3791003,.41560102,7409.7021,54261.855,840.91199,795,11936,-.34766427,34400,2174.7246,44615668,20650408,.0020155485,.95335448,.0089260004,.010077743,4.0371618,22.450174,0,17.525774,8.0412369,12.245243,28.526525,0
3766,Virginia Union University,South,VA,Virginia,2400,Richmond,51760,Richmond City,23220,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4617.8984,5199.3452,0,1,0,14930,9580,2.4992437,.26578948,5519.6323,37733.617,773.31049,,17922,-.59119475,31600,,9211918,6412811,0,.9903304,.0032232071,0,6.9941807,24.969202,0,1.1494253,8.0459766,13.061239,47.592388,0
3767,Virginia Wesleyan College,South,VA,Virginia,2000,Virginia Beach,51810,Virginia Beach City,23502,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4426.106,8443.416,0,0,0,33286,15035,.46371776,.37453184,7470.2026,49106.398,981.23041,,19840,-5.1605821,38100,,11069970,6577490,.021815622,.1182266,.023223082,.0098522166,12.96148,18.858795,0,24.46352,6.4377685,3.6073971,35.07151,0
3760,Virginia Western Community College,South,VA,Virginia,16600,Roanoke,51770,Roanoke City,24015,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1317.8547,2475.6641,0,0,0,4174,1178,-2.3420923,.12612613,6260.0186,46523.66,,,6252,,28900,,18772436,10564448,.022033667,.098125085,.0084850146,.0031476666,.24783815,24.183947,28.007519,21.992481,4.5112782,7.7928205,8.6502781,1.8796992
25720,Vista College,South,TX,Texas,30601,El Paso,48141,El Paso,79925,Two-year for-profit,Two-year for-profit,Private For-profit,Two-year,Private,Missing,2011.8535,4703.4624,0,0,0,15425,,2.3310783,.93609023,3602.3823,10227.5,,,17069,,21200,,8347086,400174,.004901961,.05882353,.75,.073529415,-.18690699,55.697311,40.677967,0,0,-.022512896,-3.9791169,0
3911,Viterbo University,Midwest,WI,Wisconsin,22900,La Crosse,55063,La Crosse,54601,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4676.4023,5642.4346,0,0,0,23790,13050,-.97157186,.47183099,6098.9321,42029.68,1039.0433,,11593,2.019804,41100,,16440377,8844403,.013048636,.0083036777,.011862396,.0071174377,5.7853827,25.194887,36.388889,2.7777777,3.8888888,7.0040574,12.967059,0
9912,Volunteer State Community College,South,TN,Tennessee,5600,Nashville,47165,Sumner,37066,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,1791.4718,2663.0081,0,0,0,3801,1435,-.25123271,.11428571,5518.1577,38218.434,,,7859,,30100,13.284696,21736340,13021802,.009136592,.079945177,.01142074,.0041114665,.17774543,12.919465,34.673367,42.378559,7.8726969,4.077704,.46870866,0
1844,Wabash College,Midwest,IN,Indiana,14400,Terre Haute,18107,Montgomery,47933,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,12267.462,12663.315,0,0,0,37750,,3.7092893,.67611337,8355.4531,52215.332,1133.7653,1190,15891,,49900,,11065725,8292584,.029137529,.053613052,.052447554,.05011655,45.00177,.082826093,0,0,0,8.5086269,35.490589,0
2899,Wagner College,Northeast,NY,New York,19400,New York,36085,Richmond,10301,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,5632.875,8658.7461,0,0,0,40750,19200,.022439755,.67374003,7952.394,52178.488,,1120,20723,.044850815,53800,,18021268,10656064,.024580335,.054556355,.048561152,.017985612,17.303467,24.884634,16.606499,0,0,11.588982,28.010412,0
2978,Wake Forest University,South,NC,North Carolina,401,Winston-Salem,37067,Forsyth,27106,Other elite schools (public and private),Other elite schools (public and private),Private Non-profit,Four-year,Private,Elite,20610.654,24490.754,0,0,0,46200,22410,-.50098825,.86509633,10927.959,75590.469,,1305,21854,4.0830498,61000,,173946000,128827432,.022760646,.075134605,.010279002,.0088105723,18.700935,27.879034,0,5.7692308,0,20.091831,43.459457,0
4844,Wake Technical Community College,South,NC,North Carolina,1701,Raleigh,37183,Wake,27603,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2322.6211,3157.1313,0,0,0,2640,888,-6.0447187,.068848759,5092.5625,34760.977,,,7802,,31300,,58845436,22733012,.029625027,.21462606,.019370209,.071680136,3.1064665,39.237797,13.817098,10.039762,8.548708,16.892456,.23327698,10.238569
1895,Waldorf College,Midwest,IA,Iowa,21801,Mason City,19189,Winnebago,50436,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,6199.4326,3724.3384,0,0,0,20316,13522,-.045627158,.97058821,5046.1367,38373.855,925.8808,1050,19402,1.2064698,36400,,3953107,3089256,.011666667,.026666667,.0049999999,.078333333,.52676415,17.44257,0,74.074074,0,-.88681114,13.232014,0
5006,Walla Walla Community College,West,WA,Washington,39100,Kennewick,53071,Walla Walla,99362,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2488.2134,4171.9917,0,0,0,4376,1761,-2.3395293,.34680134,5822.6353,45931.395,,,5444,,31400,361.7449,19264672,12882893,.018388791,.055385288,.089098074,.0024080561,.60620415,7.0721884,32.594936,31.487341,1.8987342,11.800376,2.6112494,9.9683542
3799,Walla Walla University,West,WA,Washington,39100,Kennewick,53071,Walla Walla,99324,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,6964.021,8890.9063,0,0,0,25866,15444,-3.7394261,.44178084,4640.9653,40090.285,1084.0035,,19231,-.70221072,45800,,16423889,10938839,.047468353,.020253165,.050000001,.018354431,9.1566153,11.89532,15.530303,1.8939394,9.090909,30.163723,10.717481,2.6515152
21928,Walnut Hill College,Northeast,PA,Pennsylvania,19700,Philadelphia,42101,Philadelphia,19104,Four-year for-profit,Four-year for-profit,Private For-profit,Four-year,Private,Missing,0,17752.248,0,0,0,23550,11150,.31591445,,5743.3262,36289,,,31180,,30100,,6317110,,.0039682542,.075396828,.015873017,0,7.7662992,18.635332,0,0,0,.66908932,.31120369,83.597885
3135,Walsh University,Midwest,OH,Ohio,15000,Canton,39151,Stark,44720,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4319.6191,6332.0361,0,0,0,26650,12410,2.7998469,.26976743,5877.0327,45514.645,1004.2402,,13349,4.0581598,41800,,16861892,6755547.5,.0064102565,.054843307,.0078347577,.0071225073,1.5997746,39.040512,14.079422,.36101082,.72202164,15.223704,19.409523,0
8863,Walters State Community College,South,TN,Tennessee,200,Morristown,47063,Hamblen,37813,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2189.0276,3435.6321,0,0,0,3816,1433,1.0678649,.13362069,5650.125,41531.176,,,3364,-1.4256752,26200,1052.1091,23605926,14015552,.0060035698,.026448159,.0076261563,.0016225864,-.30898702,16.964878,25.091352,29.598051,19.975639,6.7862635,-2.0349586,1.5834348
8848,Warner University,South,FL,Florida,6800,Lakeland,12105,Polk,33859,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,3539.9858,2791.0386,0,0,0,18966,9480,-2.2003796,.37254903,4635.2588,38503.5,857.93756,1012,15209,.00095660257,42200,,3255550,3253642.5,.0019980019,.14785215,.063936062,.038961038,4.7978029,82.200371,0,2.9649596,3.2345014,2.3126905,7.1744566,0
25039,Warren County Community College,Northeast,NJ,New Jersey,19600,Newark,34041,Warren,7882,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2521.574,2870.9573,0,0,0,4560,3468,-3.4044988,.19469027,5831.2715,41368.277,,,6326,,31300,486.77612,6135421,2399237,.012547052,.018820576,.027603513,.033877037,-.66504055,12.486155,0,41.42857,27.142857,14.205723,-.80388254,1.4285715
2979,Warren Wilson College,South,NC,North Carolina,1203,Asheville,37021,Buncombe,28778,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,6106.1011,10065.332,0,0,0,30852,14375,1.9114945,.41618496,5060.8447,34571.477,1119.4292,1140,17500,-.064560629,25500,,8720229,5008944,.0054945056,.017857144,.01510989,.057692308,5.6591115,3.7528992,0,13.571429,4.2857141,26.998253,44.298645,0
1896,Wartburg College,Midwest,IA,Iowa,22001,Waterloo,19017,Bremer,50677,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,6333.9814,8423.2012,0,0,0,36120,15765,.68596202,.69704431,6271.1323,47559,1046.4005,,17348,-.80054659,43200,,14760061,10357218,.0099999998,.028750001,.0037499999,.041250002,13.877262,20.792938,.83102494,3.0470915,6.094183,24.698927,34.8018,0
1949,Washburn University - Topeka,Midwest,KS,Kansas,29204,Topeka,20177,Shawnee,66621,Selective public,Selective public,Public,Four-year,Public,Selective,3640.7449,5621.6812,0,0,0,5864.8315,3266,-.30292049,.62807018,7622.4268,56172.887,,,9266.4824,3.1670246,37900,20113.535,31874772,21063608,.021766353,.058866426,.036697522,0,4.7439766,31.785404,21.243042,.37105751,6.6326532,8.93713,10.471563,19.109463
2067,Washington Adventist University,South,MD,Maryland,11304,Washington DC,24031,Montgomery,20912,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,4989.4106,6785.1641,0,0,0,21395,13305,1.5849428,.32608697,5042.8677,39914.672,842.40948,915,15613,.37400508,46800,,9244073,3959964,.066990294,.44563106,.090291262,.034951456,-3.0729718,34.712101,12.177122,7.0110703,1.4760147,16.338921,27.949385,0
3389,Washington And Jefferson College,Northeast,PA,Pennsylvania,16300,Pittsburgh,42125,Washington,15301,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,9713.4756,9883.5068,0,0,0,41282,19650,-11.494462,.72897196,7570.7495,54804.527,,1100,20398,4.0976758,49900,,14063012,10458681,.016116036,.024174053,.0072522159,.0080580181,8.6795044,31.692118,0,0,0,25.89393,38.197044,0
3768,Washington And Lee University,South,VA,Virginia,17300,Staunton,51678,Lexington City,24450,Other elite schools (public and private),Other elite schools (public and private),Private Non-profit,Four-year,Private,Elite,17530.178,24300.838,0,0,0,45617,17965,-1.5764509,.87699318,12137.5,81030.484,1393.5802,1340,5586,-.19380739,77600,,53578000,31114470,.010557185,.034017596,.011143695,.036363635,23.502611,17.676714,0,1.728395,.74074072,19.404423,44.991467,0
2108,Washington College,South,MD,Maryland,19902,Easton,24029,Kent,21620,Selective private,Selective private,Private Non-profit,Four-year,Private,Selective,6628.4658,12518.377,0,0,0,42592,21300,-1.81697,.69871795,7921.0645,57951.492,,1150,17805,-.96742105,48300,,16112009,8145812.5,.015450643,.034334764,.0094420603,.069527894,28.90554,24.297325,0,3.5433073,3.9370079,15.986506,41.777374,0
10453,Washington State Community College,Midwest,OH,Ohio,15300,Parkersburg,39167,Washington,45750,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2113.9622,3053.209,0,0,0,4430,2465,-.31620222,.3018018,4863.2363,38055.59,,,6480,,27000,52.54118,6045876,4356987,.0031397175,.014652015,.0031397175,.0015698588,-1.8248135,22.128471,23.778502,15.960912,8.4690552,21.854198,11.906553,1.9543974
3800,Washington State University,West,WA,Washington,38402,Pullman,53075,Whitman,99164,Selective public,Selective public,Public,Four-year,Public,Selective,6043.876,8252.7686,0,0,0,12428,3894,-1.1725122,.61619717,8551.8271,60549.078,1029.4191,1060,10232,7.0735421,46400,8985.0225,219214064,130029600,.049884196,.026129818,.033374902,.033077974,6.2308311,26.135324,5.0962319,6.1805367,2.0872865,22.807907,34.036171,0
2520,Washington University In St. Louis,Midwest,MO,Missouri,24701,St. Louis,29189,St Louis,63130,Other elite schools (public and private),Other elite schools (public and private),Private Non-profit,Four-year,Private,Elite,45968.234,92585.297,0,0,0,46467,24745,-2.3625288,.88941175,13287.022,91127.914,1493.7471,1390,7781,2.8110135,62300,,1207554048,578500352,.10784167,.068409264,.024346527,.048991784,19.320234,16.520248,.067340069,3.030303,0,37.718163,25.69063,0
2328,Washtenaw Community College,Midwest,MI,Michigan,11600,Detroit,26161,Washtenaw,48105,Two-year (public and private not-for-profit),Two-year (public and private not-for-profit),Public,Two-year,Public,Missing,2409.4067,3631.2825,0,0,0,3744,2985,3.5919864,.12542373,7205.5098,52712.723,,,5164,,27200,,45017532,26683976,.041121833,.12652178,.023536839,.055911262,4.2240534,17.318085,20.410959,44.794521,1.2328767,9.2701035,-1.7373884,6.3013697
